simInsts,hostInstRate,system.cpu.numCycles,system.cpu.exec_context.thread_0.numInsts,system.cpu.exec_context.thread_0.numCondCtrlInsts,system.cpu.exec_context.thread_0.numIntInsts,system.cpu.exec_context.thread_0.numFpInsts,system.cpu.exec_context.thread_0.numVecInsts,system.cpu.exec_context.thread_0.numLoadInsts,system.cpu.exec_context.thread_0.numStoreInsts,system.cpu.exec_context.thread_0.statExecutedInstType::No_OpClass,system.cpu.exec_context.thread_0.statExecutedInstType::IntAlu,system.cpu.exec_context.thread_0.statExecutedInstType::IntMult,system.cpu.exec_context.thread_0.statExecutedInstType::IntDiv,system.cpu.exec_context.thread_0.statExecutedInstType::FloatAdd,system.cpu.exec_context.thread_0.statExecutedInstType::FloatCmp,system.cpu.exec_context.thread_0.statExecutedInstType::FloatCvt,system.cpu.exec_context.thread_0.statExecutedInstType::FloatMult,system.cpu.exec_context.thread_0.statExecutedInstType::FloatMultAcc,system.cpu.exec_context.thread_0.statExecutedInstType::FloatDiv,system.cpu.exec_context.thread_0.statExecutedInstType::FloatMisc,system.cpu.exec_context.thread_0.statExecutedInstType::FloatSqrt,system.cpu.exec_context.thread_0.statExecutedInstType::SimdAdd,system.cpu.exec_context.thread_0.statExecutedInstType::SimdAddAcc,system.cpu.exec_context.thread_0.statExecutedInstType::SimdAlu,system.cpu.exec_context.thread_0.statExecutedInstType::SimdCmp,system.cpu.exec_context.thread_0.statExecutedInstType::SimdCvt,system.cpu.exec_context.thread_0.statExecutedInstType::SimdMisc,system.cpu.exec_context.thread_0.statExecutedInstType::SimdMult,system.cpu.exec_context.thread_0.statExecutedInstType::SimdMultAcc,system.cpu.exec_context.thread_0.statExecutedInstType::SimdShift,system.cpu.exec_context.thread_0.statExecutedInstType::SimdShiftAcc,system.cpu.exec_context.thread_0.statExecutedInstType::SimdDiv,system.cpu.exec_context.thread_0.statExecutedInstType::SimdSqrt,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatAdd,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatAlu,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatCmp,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatCvt,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatDiv,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatMisc,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatMult,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatMultAcc,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatSqrt,system.cpu.exec_context.thread_0.statExecutedInstType::SimdReduceAdd,system.cpu.exec_context.thread_0.statExecutedInstType::SimdReduceAlu,system.cpu.exec_context.thread_0.statExecutedInstType::SimdReduceCmp,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatReduceAdd,system.cpu.exec_context.thread_0.statExecutedInstType::SimdFloatReduceCmp,system.cpu.exec_context.thread_0.statExecutedInstType::SimdAes,system.cpu.exec_context.thread_0.statExecutedInstType::SimdAesMix,system.cpu.exec_context.thread_0.statExecutedInstType::SimdSha1Hash,system.cpu.exec_context.thread_0.statExecutedInstType::SimdSha1Hash2,system.cpu.exec_context.thread_0.statExecutedInstType::SimdSha256Hash,system.cpu.exec_context.thread_0.statExecutedInstType::SimdSha256Hash2,system.cpu.exec_context.thread_0.statExecutedInstType::SimdShaSigma2,system.cpu.exec_context.thread_0.statExecutedInstType::SimdShaSigma3,system.cpu.exec_context.thread_0.statExecutedInstType::SimdPredAlu,system.cpu.exec_context.thread_0.statExecutedInstType::MemRead,system.cpu.exec_context.thread_0.statExecutedInstType::MemWrite,system.cpu.exec_context.thread_0.statExecutedInstType::FloatMemRead,system.cpu.exec_context.thread_0.statExecutedInstType::FloatMemWrite,system.cpu.exec_context.thread_0.statExecutedInstType::IprAccess,system.cpu.exec_context.thread_0.statExecutedInstType::InstPrefetch,system.cpu.exec_context.thread_0.statExecutedInstType::total,system.cpu.mmu.dtb.rdMisses,system.cpu.mmu.dtb.wrMisses,system.cpu.mmu.itb.rdMisses,system.cpu.mmu.itb.wrMisses,system.cpu.thread_0.numInsts,system.mem_ctrl.avgPriority_cpu.inst::samples,system.mem_ctrl.requestorReadBytes::cpu.inst,system.mem_ctrl.requestorReadRate::cpu.inst,system.mem_ctrl.requestorReadAccesses::cpu.inst,system.mem_ctrl.requestorReadTotalLat::cpu.inst,system.mem_ctrl.requestorReadAvgLat::cpu.inst,system.workload.inst.arm,system.workload.inst.quiesce,data_mpki,inst_mpki,IPC
354739636.0,209250.0,29522185708.0,354739636.0,45283025.0,585822121.0,89587736.0,0.0,89274302.0,40715174.0,5286455.0,439799071.0,59114.0,710096.0,453247.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181016.0,11748.0,947450.0,16493377.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87922215.0,40549219.0,1352087.0,165955.0,0.0,0.0,663863361.0,1644.0,104.0,0.0,464.0,0.0,461293031.0,3690344248.0,125002406.13959625,461293031.0,10002566906250.0,21683.76,0.0,0.0,1644000.0002931727,0.0013080015676624308,0.012016035652261062
354752271.0,209486.0,29501028406.0,354752271.0,45287512.0,585848019.0,89587763.0,0.0,89277476.0,40712894.0,5285542.0,439822800.0,58826.0,712150.0,453056.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31180978.0,11958.0,947718.0,16493230.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87925197.0,40547129.0,1352279.0,165765.0,0.0,0.0,663888901.0,1641.0,104.0,0.0,466.0,0.0,461311732.0,3690493856.0,125097125.60560828,461311732.0,10004053808750.0,21686.1,0.0,0.0,1641000.0002931624,0.0013135927183394972,0.012025081502848542
354665555.0,208715.0,29494512890.0,354665555.0,45272656.0,585691864.0,89586643.0,0.0,89255894.0,40704077.0,5285754.0,439698582.0,58560.0,710708.0,453046.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181062.0,11730.0,947356.0,16493006.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87903981.0,40538322.0,1351913.0,165755.0,0.0,0.0,663732046.0,1640.0,104.0,0.0,466.0,0.0,461192177.0,3689537416.0,125092332.58946016,461192177.0,10002432726500.0,21688.21,0.0,0.0,1640000.0002932341,0.00131391389276582,0.012024797843677831
354693468.0,207380.0,29505159070.0,354693468.0,45276860.0,585737622.0,89587371.0,0.0,89260610.0,40708338.0,5285793.0,439734814.0,58745.0,711069.0,453190.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181026.0,11748.0,947406.0,16493248.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87908589.0,40542438.0,1352021.0,165900.0,0.0,0.0,663778287.0,1640.0,104.0,0.0,466.0,0.0,461233416.0,3689867328.0,125058377.73136263,461233416.0,10004148474000.0,21689.99,0.0,0.0,1640000.0002932108,0.0013138104928394113,0.01202140504169124
354693875.0,211626.0,29505330367.0,354693875.0,45277644.0,585744577.0,89587292.0,0.0,89263530.0,40707758.0,5285890.0,439739357.0,58637.0,711159.0,453093.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181040.0,11778.0,947504.0,16493203.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87911451.0,40541958.0,1352079.0,165800.0,0.0,0.0,663785229.0,1640.0,104.0,0.0,466.0,0.0,461232123.0,3689856984.0,125057301.10810387,461232123.0,10003953882500.0,21689.63,0.0,0.0,1640000.0002932106,0.0013138089852834363,0.012021349043991878
355113610.0,209251.0,29513024083.0,355113610.0,45479109.0,586572130.0,89588241.0,0.0,89266671.0,40711913.0,5286399.0,440560284.0,58988.0,710149.0,453294.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181022.0,11820.0,947540.0,16493494.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87914476.0,40545913.0,1352195.0,166000.0,0.0,0.0,664613894.0,1642.0,104.0,0.0,464.0,0.0,461659450.0,3693275600.0,125140534.21341491,461659450.0,10013836029250.0,21690.96,0.0,0.0,1642000.0002928642,0.0013066240970037728,0.012032437238600412
354682896.0,212891.0,29514289454.0,354682896.0,45275152.0,585721616.0,89587048.0,0.0,89259860.0,40706092.0,5285719.0,439722054.0,58393.0,711205.0,453025.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181044.0,11808.0,947506.0,16493113.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87907807.0,40540362.0,1352053.0,165730.0,0.0,0.0,663762085.0,1644.0,104.0,0.0,466.0,0.0,461217781.0,3689742248.0,125015452.38792588,461217781.0,9999559808000.0,21680.78,0.0,0.0,1644000.0002932197,0.0013138496534662331,0.012017327964232277
355130533.0,213055.0,29520510241.0,355130533.0,45482500.0,586605518.0,89588112.0,0.0,89271576.0,40712766.0,5286179.0,440587659.0,58856.0,710332.0,453189.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181020.0,11838.0,947650.0,16493419.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87919311.0,40546866.0,1352265.0,165900.0,0.0,0.0,664646784.0,1641.0,104.0,0.0,466.0,0.0,461681916.0,3693455328.0,125114887.84737499,461681916.0,10013697456500.0,21689.6,0.0,0.0,1641000.00029285,0.0013121935646124802,0.012029959174173476
354719090.0,211919.0,29498131970.0,354719090.0,45282738.0,585789317.0,89587806.0,0.0,89267420.0,40710228.0,5286121.0,439777174.0,58568.0,712102.0,453049.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31180982.0,11904.0,947742.0,16493297.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87915121.0,40544473.0,1352299.0,165755.0,0.0,0.0,663830858.0,1640.0,104.0,0.0,466.0,0.0,461267444.0,3690139552.0,125097397.88787039,461267444.0,10003919344500.0,21687.89,0.0,0.0,1640000.0002931897,0.0013137155939365991,0.012025137400590455
354738951.0,208772.0,29529423685.0,354738951.0,45283370.0,585811015.0,89589221.0,0.0,89272659.0,40712984.0,5285766.0,439792416.0,59498.0,708799.0,453454.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181040.0,11880.0,947630.0,16493768.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87920310.0,40546824.0,1352349.0,166160.0,0.0,0.0,663852246.0,1641.0,104.0,0.0,464.0,0.0,461294901.0,3690359208.0,124972273.32867265,461294901.0,10004779382500.0,21688.47,0.0,0.0,1641000.0002931734,0.0013080040934100863,0.012013067196438243
354774772.0,209360.0,29503980970.0,354774772.0,45289972.0,585884693.0,89588653.0,0.0,89281987.0,40718723.0,5286814.0,439850063.0,59121.0,710619.0,453312.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31180970.0,11808.0,947674.0,16493650.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87929650.0,40552703.0,1352337.0,166020.0,0.0,0.0,663927065.0,1640.0,104.0,0.0,466.0,0.0,461342827.0,3690742616.0,125093038.11417148,461342827.0,10005477703250.0,21687.73,0.0,0.0,1640000.0002931438,0.0013135094059055585,0.012024640754776083
354748550.0,212144.0,29531611978.0,354748550.0,45284848.0,585840195.0,89587918.0,0.0,89276586.0,40715125.0,5286378.0,439814481.0,59025.0,710917.0,453247.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31180994.0,11766.0,947516.0,16493431.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87924433.0,40549170.0,1352153.0,165955.0,0.0,0.0,663881777.0,1642.0,104.0,0.0,464.0,0.0,461305318.0,3690442544.0,124965834.80607995,461305318.0,10009131543250.0,21697.41,0.0,0.0,1642000.0002931654,0.0013079687006472612,0.01201250206945273
354724504.0,216651.0,29499505199.0,354724504.0,45281789.0,585793402.0,89588252.0,0.0,89270457.0,40711797.0,5285762.0,439777746.0,59173.0,709688.0,453239.0,0.0,1840.0,0.0,0.0,0.0,0.0,0.0,240024.0,0.0,31181058.0,11856.0,947612.0,16493439.0,0.0,0.0,0.0,0.0,0.0,0.0,7680000.0,0.0,0.0,23330000.0,0.0,0.0,7680446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87918210.0,40545847.0,1352247.0,165950.0,0.0,0.0,663834137.0,1640.0,104.0,0.0,466.0,0.0,461273010.0,3690184080.0,125093083.93840764,461273010.0,10004244327000.0,21688.34,0.0,0.0,1640000.0002931852,0.0013136955432884333,0.012024761147926805
